query,doi,title
UTAUT blockchain technology adoption organizational context,10.1080/07421222.2021.1912915,What Drives the Adoption of the Blockchain Technology? A Fit-Viability Perspective
factors influencing enterprise blockchain implementation viability and fit,10.1080/07421222.2021.1912915,What Drives the Adoption of the Blockchain Technology? A Fit-Viability Perspective
mHealth app design combining behavior change techniques for user adoption,10.1080/07421222.2021.1912936,Designing Effective Mobile Health Apps: Does Combining Behavior Change Techniques Really Create Synergies?
protection motivation theory social comparison in mobile health applications,10.1080/07421222.2021.1912936,Designing Effective Mobile Health Apps: Does Combining Behavior Change Techniques Really Create Synergies?
synergistic effects of multiple behavior change techniques on mHealth continuance,10.1080/07421222.2021.1912936,Designing Effective Mobile Health Apps: Does Combining Behavior Change Techniques Really Create Synergies?
user perceptions of failure in digital platform ecosystems,10.1080/07421222.2021.1912937,Attribution of Responsibility after Failures within Platform Ecosystems
attribution theory application to platform ecosystem failures,10.1080/07421222.2021.1912937,Attribution of Responsibility after Failures within Platform Ecosystems
how platform failures affect trust and continuance intentions,10.1080/07421222.2021.1912937,Attribution of Responsibility after Failures within Platform Ecosystems
user-generated content monetization drivers in online communities,10.1080/07421222.2021.1912934,Monetization Of Digital Content: Drivers Of Revenue On Q&amp;A Platforms
signaling theory application digital content valuation Q&A platforms,10.1080/07421222.2021.1912934,Monetization Of Digital Content: Drivers Of Revenue On Q&amp;A Platforms
determinants of revenue generation for contributors on knowledge-sharing sites,10.1080/07421222.2021.1912934,Monetization Of Digital Content: Drivers Of Revenue On Q&amp;A Platforms
Organizational compliance monitoring through user interaction data,10.1080/07421222.2021.1962600,Detecting Noncompliant Behavior in Organizations: How Online Survey Responses and Behaviors Reveal Risk
Cognitive Dissonance Theory application in information systems compliance,10.1080/07421222.2021.1962600,Detecting Noncompliant Behavior in Organizations: How Online Survey Responses and Behaviors Reveal Risk
Detecting employee noncompliance risk using digital behavioral traces,10.1080/07421222.2021.1962600,Detecting Noncompliant Behavior in Organizations: How Online Survey Responses and Behaviors Reveal Risk
antecedents of organizational IT investment decision making,10.1080/07421222.2021.1870382,How Firms Make Information Technology Investment Decisions: Toward a Behavioral Agency Theory
behavioral theory of the firm IT governance and investment,10.1080/07421222.2021.1870382,How Firms Make Information Technology Investment Decisions: Toward a Behavioral Agency Theory
firm performance shortfalls influence on technology spending decisions,10.1080/07421222.2021.1870382,How Firms Make Information Technology Investment Decisions: Toward a Behavioral Agency Theory
Social media platform governance and user accountability for misinformation,10.1080/07421222.2021.1990615,Cure or Poison? Identity Verification and the Posting of Fake News on Social Media
Institutional trust and deterrence theory in online identity disclosure policies,10.1080/07421222.2021.1990615,Cure or Poison? Identity Verification and the Posting of Fake News on Social Media
Platform interventions to reduce deceptive content through verified user identity,10.1080/07421222.2021.1990615,Cure or Poison? Identity Verification and the Posting of Fake News on Social Media
online news credibility and emotional content in social media,10.1080/07421222.2021.1990607,The Effect of the Expressed Anger and Sadness on Online News Believability
EASI theory application to emotional cues in digital information systems,10.1080/07421222.2021.1990607,The Effect of the Expressed Anger and Sadness on Online News Believability
how emotional expressions affect user perception of information believability,10.1080/07421222.2021.1990607,The Effect of the Expressed Anger and Sadness on Online News Believability
social media peer influence on misinformation sharing behavior,10.1080/07421222.2021.1990614,Biased Credibility and Sharing of Fake News on Social Media: Considering Peer Context and Self-Objectivity State
social influence theory fake news credibility in online networks,10.1080/07421222.2021.1990614,Biased Credibility and Sharing of Fake News on Social Media: Considering Peer Context and Self-Objectivity State
how user self-objectivity affects fake news propagation on social platforms,10.1080/07421222.2021.1990614,Biased Credibility and Sharing of Fake News on Social Media: Considering Peer Context and Self-Objectivity State
online community voluntary contribution motivation and incentive design,10.1080/07421222.2021.1870385,Mitigating the Adverse Effect of Monetary Incentives on Voluntary Contributions Online
crowding out effect intrinsic motivation user-generated content platforms,10.1080/07421222.2021.1870385,Mitigating the Adverse Effect of Monetary Incentives on Voluntary Contributions Online
monetary rewards adverse effects user participation digital platforms,10.1080/07421222.2021.1870385,Mitigating the Adverse Effect of Monetary Incentives on Voluntary Contributions Online
social influence and user reporting behavior on social media platforms,10.1080/07421222.2021.1870389,The Effectiveness of Social Norms in Fighting Fake News on Social Media
social norms theory application to misinformation mitigation in online communities,10.1080/07421222.2021.1870389,The Effectiveness of Social Norms in Fighting Fake News on Social Media
encouraging user intention to report content through normative social influence,10.1080/07421222.2021.1870389,The Effectiveness of Social Norms in Fighting Fake News on Social Media
mobile coupon effectiveness and user interface design factors,10.1080/07421222.2020.1759922,Effectiveness of Location-Based Advertising and the Impact of Interface Design
UTAUT in location-based mobile marketing and consumer adoption,10.1080/07421222.2020.1759922,Effectiveness of Location-Based Advertising and the Impact of Interface Design
retailer use of geofencing for real-time promotional campaigns,10.1080/07421222.2020.1759922,Effectiveness of Location-Based Advertising and the Impact of Interface Design
online community member motivation and contribution behavior over time,10.1080/07421222.2020.1759341,Temporal Effects of Repeated Recognition and Lack of Recognition on Online Community Contributions
reinforcement theory application to digital badges and user engagement,10.1080/07421222.2020.1759341,Temporal Effects of Repeated Recognition and Lack of Recognition on Online Community Contributions
effects of gamification recognition systems on user continuance intentions,10.1080/07421222.2020.1759341,Temporal Effects of Repeated Recognition and Lack of Recognition on Online Community Contributions
technology multitasking impact on trust and deception in virtual teams,10.1080/07421222.2020.1759938,Too Busy to Be Manipulated: How Multitasking with Technology Improves Deception Detection in Collaborative Teamwork
deception detection theory application in collaborative information systems,10.1080/07421222.2020.1759938,Too Busy to Be Manipulated: How Multitasking with Technology Improves Deception Detection in Collaborative Teamwork
how IT-enabled multitasking improves deception detection in group work,10.1080/07421222.2020.1759938,Too Busy to Be Manipulated: How Multitasking with Technology Improves Deception Detection in Collaborative Teamwork
member participation and continuance intention in virtual communities,10.1080/07421222.2019.1705510,Prominence and Engagement: Different Mechanisms Regulating Continuance and Contribution in Online Communities
self-determination theory online community contribution behavior,10.1080/07421222.2019.1705510,Prominence and Engagement: Different Mechanisms Regulating Continuance and Contribution in Online Communities
psychological proximity and prosaic dedication in social platforms,10.1080/07421222.2019.1705510,Prominence and Engagement: Different Mechanisms Regulating Continuance and Contribution in Online Communities
social influence and post-adoption behavior in technology discontinuance,10.1080/07421222.2020.1759941,Herding and Software Adoption: A Re-Examination Based on Post-Adoption Software Discontinuance
informational cascades in enterprise software adoption decisions,10.1080/07421222.2020.1759941,Herding and Software Adoption: A Re-Examination Based on Post-Adoption Software Discontinuance
herding effects on user discontinuance of organizational systems,10.1080/07421222.2020.1759941,Herding and Software Adoption: A Re-Examination Based on Post-Adoption Software Discontinuance
digital labor platforms and worker perceptions of employment,10.1080/07421222.2019.1705506,The Nature of Crowd Work and its Effects on Individuals’ Work Perception
job characteristics model application in online gig economy,10.1080/07421222.2019.1705506,The Nature of Crowd Work and its Effects on Individuals’ Work Perception
crowdsourcing platform design for worker satisfaction and continuance,10.1080/07421222.2019.1705506,The Nature of Crowd Work and its Effects on Individuals’ Work Perception
gamification interventions for employee security compliance and training effectiveness,10.1080/07421222.2019.1705512,Using Design-Science Based Gamification to Improve Organizational Security Training and Compliance
hedonic-motivation system adoption model applied to organizational cybersecurity training,10.1080/07421222.2019.1705512,Using Design-Science Based Gamification to Improve Organizational Security Training and Compliance
improving intrinsic motivation and learning efficacy in security awareness programs,10.1080/07421222.2019.1705512,Using Design-Science Based Gamification to Improve Organizational Security Training and Compliance
online crowdsourcing platforms and the evaluation of creative idea quality,10.1080/07421222.2020.1759344,Idea Convergence Quality in Open Innovation Crowdsourcing: A Cognitive Load Perspective
Cognitive Load Theory application in open innovation platform design,10.1080/07421222.2020.1759344,Idea Convergence Quality in Open Innovation Crowdsourcing: A Cognitive Load Perspective
improving idea selection for managers using crowdsourcing mechanisms,10.1080/07421222.2020.1759344,Idea Convergence Quality in Open Innovation Crowdsourcing: A Cognitive Load Perspective
crowdsourcing platform design and user participation incentives,10.1080/07421222.2020.1759342,Effect of Crowd Voting on Participation in Crowdsourcing Contests
expectancy theory application in online contest motivation,10.1080/07421222.2020.1759342,Effect of Crowd Voting on Participation in Crowdsourcing Contests
impact of community voting mechanisms on contributor engagement,10.1080/07421222.2020.1759342,Effect of Crowd Voting on Participation in Crowdsourcing Contests
influence of subconscious cues on online consumer decision making,10.1080/07421222.2019.1705505,Digital Nudging: Numeric and Semantic Priming in E-Commerce
priming theory application in electronic commerce platforms,10.1080/07421222.2019.1705505,Digital Nudging: Numeric and Semantic Priming in E-Commerce
digital nudging interventions for e-commerce user behavior,10.1080/07421222.2019.1705505,Digital Nudging: Numeric and Semantic Priming in E-Commerce
social presence conversational agents user engagement and adoption,10.1080/07421222.2020.1790204,The impact of chatbot conversational skill on engagement and perceived humanness
social presence theory chatbot design and user perception,10.1080/07421222.2020.1790204,The impact of chatbot conversational skill on engagement and perceived humanness
customer service chatbot conversational quality and perceived humanness,10.1080/07421222.2020.1790204,The impact of chatbot conversational skill on engagement and perceived humanness
AI intervention for user-generated health information quality,10.1080/07421222.2020.1831775,Harnessing Artificial Intelligence to Improve the Quality of Answers in Online Question-answering Health Forums
Order effect in community-based health information systems,10.1080/07421222.2020.1831775,Harnessing Artificial Intelligence to Improve the Quality of Answers in Online Question-answering Health Forums
Automated content moderation in online healthcare communities,10.1080/07421222.2020.1831775,Harnessing Artificial Intelligence to Improve the Quality of Answers in Online Question-answering Health Forums
Enterprise Social Media impact on organizational innovation and knowledge sharing,10.1080/07421222.2020.1831760,Idea Generation in Enterprise Social Media: Open versus Closed Groups and Their Network Structures
Social network theory application to enterprise collaboration platforms,10.1080/07421222.2020.1831760,Idea Generation in Enterprise Social Media: Open versus Closed Groups and Their Network Structures
ESM group configuration for employee ideation and creativity,10.1080/07421222.2020.1831760,Idea Generation in Enterprise Social Media: Open versus Closed Groups and Their Network Structures
user experience of conflicting emotions in technology continuance,10.1080/07421222.2020.1790193,Ambivalence and Coping Responses in Post-Adoptive Information Systems Use
coping mechanisms in post-acceptance technology use UTAUT,10.1080/07421222.2020.1790193,Ambivalence and Coping Responses in Post-Adoptive Information Systems Use
managing mixed feelings in enterprise system usage behavior,10.1080/07421222.2020.1790193,Ambivalence and Coping Responses in Post-Adoptive Information Systems Use
antecedents of trust formation in new technology products,10.1080/07421222.2020.1831772,Trust Change in Information Technology Products
trust theory application in technology adoption decisions,10.1080/07421222.2020.1831772,Trust Change in Information Technology Products
cognitive factors influencing user trust change for IT products,10.1080/07421222.2020.1831772,Trust Change in Information Technology Products
online product recommendation source convergence consumer adoption,10.1080/07421222.2020.1790192,The Relative Effect of the Convergence of Product Recommendations from Various Online Sources
product uncertainty model online shopping advice acceptance,10.1080/07421222.2020.1790192,The Relative Effect of the Convergence of Product Recommendations from Various Online Sources
relative influence of expert versus user recommendations on purchase intention,10.1080/07421222.2020.1790192,The Relative Effect of the Convergence of Product Recommendations from Various Online Sources
fear appeals in information security awareness training,10.1080/07421222.2020.1790187,The Effectiveness of Abstract Versus Concrete Fear Appeals in Information Security
protection motivation theory in cybersecurity behavioral interventions,10.1080/07421222.2020.1790187,The Effectiveness of Abstract Versus Concrete Fear Appeals in Information Security
persuasive communication for employee security compliance intentions,10.1080/07421222.2020.1790187,The Effectiveness of Abstract Versus Concrete Fear Appeals in Information Security
information systems research on mitigating online antisocial behavior,10.1080/07421222.2019.1661090,An Integrative Theory Addressing Cyberharassment in the Light of Technology-Based Opportunism
social learning theory application to technology-enabled deviance,10.1080/07421222.2019.1661090,An Integrative Theory Addressing Cyberharassment in the Light of Technology-Based Opportunism
integrative model for reducing cyberharassment through IS design,10.1080/07421222.2019.1661090,An Integrative Theory Addressing Cyberharassment in the Light of Technology-Based Opportunism
employee coping strategies for IT-induced stress in organizations,10.1080/07421222.2019.1661092,Deliberate or Instinctive? Proactive and Reactive Coping for Technostress
coping theory application to technostress management,10.1080/07421222.2019.1661092,Deliberate or Instinctive? Proactive and Reactive Coping for Technostress
proactive and reactive user adaptation to workplace technology stress,10.1080/07421222.2019.1661092,Deliberate or Instinctive? Proactive and Reactive Coping for Technostress
digital creativity support systems for ideation using external stimuli,10.1080/07421222.2019.1661095,A Wikipedia-based Method to Support Creative Idea Generation: The Role of Stimulus Relatedness
creativity theory application in information systems for idea generation,10.1080/07421222.2019.1661095,A Wikipedia-based Method to Support Creative Idea Generation: The Role of Stimulus Relatedness
Wikipedia as a knowledge base for enhancing creative problem solving,10.1080/07421222.2019.1661095,A Wikipedia-based Method to Support Creative Idea Generation: The Role of Stimulus Relatedness
IT-enabled self-regulation of problematic online behaviors,10.1080/07421222.2019.1661088,Disrupting Unwanted Habits in Online Gambling Through Information Technology
Habit disruption theory application in digital platform design,10.1080/07421222.2019.1661088,Disrupting Unwanted Habits in Online Gambling Through Information Technology
Gambling website features for user self-control and behavior modification,10.1080/07421222.2019.1661088,Disrupting Unwanted Habits in Online Gambling Through Information Technology
backer motivations and platform design in crowdfunding,10.1080/07421222.2019.1599499,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding
prosocial motivation and goal proximity in reward-based crowdfunding,10.1080/07421222.2019.1599499,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding
entrepreneurial fundraising and backer participation on crowdfunding platforms,10.1080/07421222.2019.1599499,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding
consumer willingness to pay and website design cues in e-commerce,10.1080/07421222.2019.1598691,Acting Like Humans? Anthropomorphism and Consumer’s Willingness to Pay in Electronic Commerce
anthropomorphism theory in online shopping and purchase intention,10.1080/07421222.2019.1598691,Acting Like Humans? Anthropomorphism and Consumer’s Willingness to Pay in Electronic Commerce
how product presentation influences price perception in digital marketplaces,10.1080/07421222.2019.1598691,Acting Like Humans? Anthropomorphism and Consumer’s Willingness to Pay in Electronic Commerce
IT artifact motivation for user engagement in online learning platforms,10.1080/07421222.2018.1550564,Spillover Effects of Financial Incentives on Non-Incentivized User Engagement: Evidence from an Online Knowledge Exchange Platform
Equity theory application in digital knowledge sharing community design,10.1080/07421222.2018.1550564,Spillover Effects of Financial Incentives on Non-Incentivized User Engagement: Evidence from an Online Knowledge Exchange Platform
Spillover effects of monetary rewards on platform continuance intention,10.1080/07421222.2018.1550564,Spillover Effects of Financial Incentives on Non-Incentivized User Engagement: Evidence from an Online Knowledge Exchange Platform
Creativity Support Systems for organizational decision making and problem solving,10.1080/07421222.2018.1550559,Visual Background Music: Creativity Support Systems with Priming
Priming theory application in information systems for creativity enhancement,10.1080/07421222.2018.1550559,Visual Background Music: Creativity Support Systems with Priming
Stimuli-based IS design to influence user cognition and creative outcomes,10.1080/07421222.2018.1550559,Visual Background Music: Creativity Support Systems with Priming
Consumer mental imagery in online shopping with gesture-based interfaces,10.1080/07421222.2019.1628901,Touching Products Virtually: Facilitating Consumer Mental Imagery with Gesture Control and Visual Presentation
UTAUT and hedonic motivation in virtual product experience design,10.1080/07421222.2019.1628901,Touching Products Virtually: Facilitating Consumer Mental Imagery with Gesture Control and Visual Presentation
Enhancing e-commerce user engagement through haptic mental simulation,10.1080/07421222.2019.1628901,Touching Products Virtually: Facilitating Consumer Mental Imagery with Gesture Control and Visual Presentation
technology adoption in online retailing virtual reality,10.1080/07421222.2019.1628894,Try It On! Contingency Effects of Virtual Fitting Rooms
self-discrepancy theory application in e-commerce technology,10.1080/07421222.2019.1628894,Try It On! Contingency Effects of Virtual Fitting Rooms
virtual fitting rooms impact on consumer purchase intention,10.1080/07421222.2019.1628894,Try It On! Contingency Effects of Virtual Fitting Rooms
consumer adoption of immersive virtual reality retail platforms,10.1080/07421222.2019.1628889,Shopping in Virtual Reality Stores: The Influence of Immersion on System Adoption
UTAUT application in virtual reality shopping technology acceptance,10.1080/07421222.2019.1628889,Shopping in Virtual Reality Stores: The Influence of Immersion on System Adoption
impact of VR immersion on customer purchase intention in e-commerce,10.1080/07421222.2019.1628889,Shopping in Virtual Reality Stores: The Influence of Immersion on System Adoption
mobile advertising personalization based on user context and time,10.1080/07421222.2019.1598696,Mobile Time-Based Targeting: Matching Product-Value Appeal to Time of Day
ego depletion theory mobile technology use and consumer decision making,10.1080/07421222.2019.1598696,Mobile Time-Based Targeting: Matching Product-Value Appeal to Time of Day
time-based targeting strategies for mobile marketing effectiveness,10.1080/07421222.2019.1598696,Mobile Time-Based Targeting: Matching Product-Value Appeal to Time of Day
User navigation and website attribution in online sessions,10.1080/07421222.2019.1598690,"Digital Borders, Location Recognition, and Experience Attribution within a Digital Geography"
Digital experience and attribution in technology acceptance model,10.1080/07421222.2019.1598690,"Digital Borders, Location Recognition, and Experience Attribution within a Digital Geography"
Website value recognition for digital marketing and user experience,10.1080/07421222.2019.1598690,"Digital Borders, Location Recognition, and Experience Attribution within a Digital Geography"
social influence on user-generated content and review sentiment dynamics,10.1080/07421222.2019.1599501,Social Influence on Future Review Sentiments: An Appraisal-Theoretic View
social appraisal theory application in online review platforms,10.1080/07421222.2019.1599501,Social Influence on Future Review Sentiments: An Appraisal-Theoretic View
how prior reviews affect subsequent customer sentiment expression,10.1080/07421222.2019.1599501,Social Influence on Future Review Sentiments: An Appraisal-Theoretic View
social media deviant behavior and technology affordances,10.1080/07421222.2019.1599500,Cyberbullying on Social Networking Sites: The Crime Opportunity and Affordance Perspectives
crime opportunity theory application to online harassment,10.1080/07421222.2019.1599500,Cyberbullying on Social Networking Sites: The Crime Opportunity and Affordance Perspectives
affordances of social networking sites enabling cyberbullying,10.1080/07421222.2019.1599500,Cyberbullying on Social Networking Sites: The Crime Opportunity and Affordance Perspectives
social media platform interventions for misinformation mitigation,10.1080/07421222.2019.1628921,Combating Fake News on Social Media with Source Ratings: The Effects of User and Expert Reputation Ratings
trust in information systems for online content credibility assessment,10.1080/07421222.2019.1628921,Combating Fake News on Social Media with Source Ratings: The Effects of User and Expert Reputation Ratings
expert versus user reputation systems impact on news consumption behavior,10.1080/07421222.2019.1628921,Combating Fake News on Social Media with Source Ratings: The Effects of User and Expert Reputation Ratings
Meta-analysis of consumer information acceptance in online reviews,10.1080/07421222.2019.1628936,Factors Affecting the Adoption of an Electronic Word of Mouth Message: A Meta-Analysis
Heuristic-Systematic Model application to electronic word of mouth,10.1080/07421222.2019.1628936,Factors Affecting the Adoption of an Electronic Word of Mouth Message: A Meta-Analysis
Determinants of eWoM message credibility and adoption intention,10.1080/07421222.2019.1628936,Factors Affecting the Adoption of an Electronic Word of Mouth Message: A Meta-Analysis
monetization strategies in freemium online gaming platforms,10.1080/07421222.2019.1628878,Social Influence and Monetization of Freemium Social Games
social influence theory application in virtual goods purchasing,10.1080/07421222.2019.1628878,Social Influence and Monetization of Freemium Social Games
player spending behavior and social network cohesion in digital games,10.1080/07421222.2019.1628878,Social Influence and Monetization of Freemium Social Games
user resistance to technology adoption identity-based threats,10.1080/07421222.2018.1550561,The IT Identity Threat: A Conceptual Definition and Operational Measure
identity theory application to information technology resistance,10.1080/07421222.2018.1550561,The IT Identity Threat: A Conceptual Definition and Operational Measure
measuring IT identity threat in organizational implementation contexts,10.1080/07421222.2018.1550561,The IT Identity Threat: A Conceptual Definition and Operational Measure
social influence and knowledge sharing in online health communities,10.1080/07421222.2018.1550547,Fostering Participant Health Knowledge and Attitudes: An Econometric Study of a Chronic Disease-Focused Online Health Community
social capital theory application in consumer health information systems,10.1080/07421222.2018.1550547,Fostering Participant Health Knowledge and Attitudes: An Econometric Study of a Chronic Disease-Focused Online Health Community
patient empowerment through peer support in chronic disease platforms,10.1080/07421222.2018.1550547,Fostering Participant Health Knowledge and Attitudes: An Econometric Study of a Chronic Disease-Focused Online Health Community
coordination mechanisms for distributed team leadership,10.1080/07421222.2018.1558943,Effective Coordination of Shared Leadership in Global Virtual Teams
shared leadership and team effectiveness in virtual collaboration,10.1080/07421222.2018.1558943,Effective Coordination of Shared Leadership in Global Virtual Teams
implicit coordination in global software development teams,10.1080/07421222.2018.1558943,Effective Coordination of Shared Leadership in Global Virtual Teams
Information asymmetry and trust in online lending platforms,10.1080/07421222.2018.1440776,Cheap Talk? The Impact of Lender-Borrower Communication on Peer-to-Peer Lending Outcomes
Trust theory application in peer-to-peer financial markets,10.1080/07421222.2018.1440776,Cheap Talk? The Impact of Lender-Borrower Communication on Peer-to-Peer Lending Outcomes
Borrower-lender communication effects on FinTech platform success,10.1080/07421222.2018.1440776,Cheap Talk? The Impact of Lender-Borrower Communication on Peer-to-Peer Lending Outcomes
online community participation effects on gig worker retention,10.1080/07421222.2018.1523587,Active Community Participation and Crowdworking Turnover: A Longitudinal Model and Empirical Test of Three Mechanisms
social influence and social exchange in crowdworker continuance intention,10.1080/07421222.2018.1523587,Active Community Participation and Crowdworking Turnover: A Longitudinal Model and Empirical Test of Three Mechanisms
crowdsourcing platform sustainability through worker forum engagement,10.1080/07421222.2018.1523587,Active Community Participation and Crowdworking Turnover: A Longitudinal Model and Empirical Test of Three Mechanisms
Fintech platform adoption and social influence in P2P lending,10.1080/07421222.2018.1440770,"Investor Platform Choice: Herding, Platform Attributes, and Regulations"
Herding theory application in online investment platform choice,10.1080/07421222.2018.1440770,"Investor Platform Choice: Herding, Platform Attributes, and Regulations"
Investor behavior and platform attributes in technology-enabled financial markets,10.1080/07421222.2018.1440770,"Investor Platform Choice: Herding, Platform Attributes, and Regulations"
ICT-enabled team collaboration and performance in distributed work,10.1080/07421222.2018.1522909,Distant but Fair: Intra-Team Justice Climate and Performance in Dispersed Teams
Procedural justice climate in virtual teams using information technology,10.1080/07421222.2018.1522909,Distant but Fair: Intra-Team Justice Climate and Performance in Dispersed Teams
Managing fairness perceptions to improve outcomes in geographically dispersed teams,10.1080/07421222.2018.1522909,Distant but Fair: Intra-Team Justice Climate and Performance in Dispersed Teams
software product launch decisions and defect management in IS development,10.1080/07421222.2018.1523604,Using Perspective-Taking to De-escalate Launch Date Commitment for Products with Known Software Defects
escalation of commitment theory application in software project management,10.1080/07421222.2018.1523604,Using Perspective-Taking to De-escalate Launch Date Commitment for Products with Known Software Defects
de-escalating product release through perspective-taking and anticipated guilt,10.1080/07421222.2018.1523604,Using Perspective-Taking to De-escalate Launch Date Commitment for Products with Known Software Defects
persuasive technology and decision support systems for user choices,10.1080/07421222.2018.1523534,The Persuasive Power of Algorithmic and Crowdsourced Advice
social influence in technology acceptance of automated recommendations,10.1080/07421222.2018.1523534,The Persuasive Power of Algorithmic and Crowdsourced Advice
algorithmic versus social source effects on user compliance and adoption,10.1080/07421222.2018.1523534,The Persuasive Power of Algorithmic and Crowdsourced Advice
eye-tracking consumer attention allocation in e-commerce search,10.1080/07421222.2018.1523595,"Attention Adjustment, Renewal, and Equilibrium Seeking in Online Search: An Eye-Tracking Approach"
dual-process theory online search behavior and advertising exposure,10.1080/07421222.2018.1523595,"Attention Adjustment, Renewal, and Equilibrium Seeking in Online Search: An Eye-Tracking Approach"
how online shoppers adjust visual attention during product search,10.1080/07421222.2018.1523595,"Attention Adjustment, Renewal, and Equilibrium Seeking in Online Search: An Eye-Tracking Approach"
expertise coordination in distributed teams using technology,10.1080/07421222.2018.1440755,Team Processes in Virtual Knowledge Teams: The Effects of Reputation Signals and Network Density
social network analysis virtual teams expertise location,10.1080/07421222.2018.1440755,Team Processes in Virtual Knowledge Teams: The Effects of Reputation Signals and Network Density
technology-mediated expertise identification in online knowledge teams,10.1080/07421222.2018.1440755,Team Processes in Virtual Knowledge Teams: The Effects of Reputation Signals and Network Density
Determinants of digital piracy behavior and user intentions,10.1080/07421222.2018.1481670,Central Role of Moral Obligations in Determining Intentions to Engage in Digital Piracy
Theory of Planned Behavior application in digital goods consumption,10.1080/07421222.2018.1481670,Central Role of Moral Obligations in Determining Intentions to Engage in Digital Piracy
Moral obligations impact on software and media piracy adoption,10.1080/07421222.2018.1481670,Central Role of Moral Obligations in Determining Intentions to Engage in Digital Piracy
organizational response strategies for cybersecurity incidents and data privacy violations,10.1080/07421222.2018.1451962,The Role of Corporate Reputation and Crisis Response Strategies in Data Breach Management
cognitive dissonance theory application in information security breach management,10.1080/07421222.2018.1451962,The Role of Corporate Reputation and Crisis Response Strategies in Data Breach Management
effectiveness of corporate reputation in mitigating customer trust erosion after data breach,10.1080/07421222.2018.1451962,The Role of Corporate Reputation and Crisis Response Strategies in Data Breach Management
social influence in online product customization system design,10.1080/07421222.2018.1440763,"Social Product-Customization Systems: Peer Input, Conformity, and Consumers’ Evaluation of Customized Products"
social impact theory application to consumer technology acceptance in e-commerce,10.1080/07421222.2018.1440763,"Social Product-Customization Systems: Peer Input, Conformity, and Consumers’ Evaluation of Customized Products"
peer feedback effects on user satisfaction with configurator tools,10.1080/07421222.2018.1440763,"Social Product-Customization Systems: Peer Input, Conformity, and Consumers’ Evaluation of Customized Products"
social media data for credit risk assessment in fintech platforms,10.1080/07421222.2017.1334472,Predicting and Deterring Default with Social Media Information in Peer-to-Peer Lending
social deterrence mechanism in online lending trust and default behavior,10.1080/07421222.2017.1334472,Predicting and Deterring Default with Social Media Information in Peer-to-Peer Lending
using borrower social network information for P2P lending decisions,10.1080/07421222.2017.1334472,Predicting and Deterring Default with Social Media Information in Peer-to-Peer Lending
employee engagement with gamified enterprise systems,10.1080/07421222.2017.1297642,Gamification in the Workplace: The Central Role of the Aesthetic Experience
flow theory application in workplace gamification,10.1080/07421222.2017.1297642,Gamification in the Workplace: The Central Role of the Aesthetic Experience
aesthetic experience impact on IS continuance intention,10.1080/07421222.2017.1297642,Gamification in the Workplace: The Central Role of the Aesthetic Experience
social media addiction and compulsive use in information systems research,10.1080/07421222.2017.1334496,The Effect of Belongingness on Obsessive-Compulsive Disorder in the Use of Online Social Networks
need to belong theory online social network problematic use,10.1080/07421222.2017.1334496,The Effect of Belongingness on Obsessive-Compulsive Disorder in the Use of Online Social Networks
belongingness influence on obsessive compulsive social media behavior,10.1080/07421222.2017.1334496,The Effect of Belongingness on Obsessive-Compulsive Disorder in the Use of Online Social Networks
Social network platform architecture influence on user behavior and diversity,10.1080/07421222.2017.1373008,"Platform Structures, Homing Preferences, and Homophilous Propensities in Online Social Networks"
Homophily theory in online social media platform design and user segmentation,10.1080/07421222.2017.1373008,"Platform Structures, Homing Preferences, and Homophilous Propensities in Online Social Networks"
Multi-homing user preferences and social influence in digital platform ecosystems,10.1080/07421222.2017.1373008,"Platform Structures, Homing Preferences, and Homophilous Propensities in Online Social Networks"
organizational barriers to legacy system decommissioning,10.1080/07421222.2017.1373013,Impediments to Information Systems Replacement: A Calculus of Discontinuance
protection motivation theory information system discontinuance,10.1080/07421222.2017.1373013,Impediments to Information Systems Replacement: A Calculus of Discontinuance
impediments to enterprise software replacement decision making,10.1080/07421222.2017.1373013,Impediments to Information Systems Replacement: A Calculus of Discontinuance
recommendation agent two-stage advice generation and improvement,10.1080/07421222.2017.1373011,A Two-Stage Model of Generating Product Advice: Proposing and Testing the Complementarity Principle
complementarity principle in online product recommendation systems,10.1080/07421222.2017.1373011,A Two-Stage Model of Generating Product Advice: Proposing and Testing the Complementarity Principle
consumer adoption of multi-stage recommendation interfaces for e-commerce,10.1080/07421222.2017.1373011,A Two-Stage Model of Generating Product Advice: Proposing and Testing the Complementarity Principle
information security awareness training effectiveness for social engineering,10.1080/07421222.2017.1334499,Training to Mitigate Phishing Attacks Using Mindfulness Techniques
mindfulness theory application in cybersecurity behavior modification,10.1080/07421222.2017.1334499,Training to Mitigate Phishing Attacks Using Mindfulness Techniques
organizational interventions to improve employee phishing detection capabilities,10.1080/07421222.2017.1334499,Training to Mitigate Phishing Attacks Using Mindfulness Techniques
social influence on patient perceptions in online health communities,10.1080/07421222.2017.1296742,The Consensus Effect in Online Health-Care Communities
cue diagnosticity framework application in digital healthcare platforms,10.1080/07421222.2017.1296742,The Consensus Effect in Online Health-Care Communities
patient treatment effectiveness perceptions influenced by online community consensus,10.1080/07421222.2017.1296742,The Consensus Effect in Online Health-Care Communities
